노선,역명_clean,전역_clean,소요시간
의정부,발곡,,0
의정부,회룡,발곡,89
의정부,범골,회룡,66
의정부,경전철의정부,범골,100
의정부,의정부시청,경전철의정부,100
의정부,흥선,의정부시청,66
의정부,의정부중앙,흥선,122
의정부,동오,의정부중앙,78
의정부,새말,동오,78
의정부,경기도청북부청사,새말,78
의정부,효자,경기도청북부청사,66
의정부,곤제,효자,78
의정부,어룡,곤제,100
의정부,송산,어룡,66
의정부,탑석,송산,44
