노선,역명_clean,전역_clean,소요시간
경강선,판교,,0
경강선,성남,판교,26
경강선,이매,성남,78
경강선,삼동,이매,361
경강선,경기광주,삼동,257
경강선,신둔도예촌,경기광주,356
경강선,이천,신둔도예촌,409
경강선,부발,이천,236
경강선,여주,부발,283
경강선,초월,여주,262
경강선,곤지암,초월,257
경강선,세종대왕릉,곤지암,435
