노선,역명_clean,전역_clean,소요시간
신분당선,논현,,52
신분당선,신논현,논현,60
신분당선,강남,신논현,67
신분당선,양재,강남,112
신분당선,양재시민의숲,양재,120
신분당선,청계산입구,양재시민의숲,217
신분당선,판교,청계산입구,615
신분당선,정자,판교,232
신분당선,성복,정자,127
신분당선,상현,성복,157
신분당선,광교중앙,상현,172
신분당선,광교,광교중앙,150
신분당선,신사,광교,0
신분당선,미금,신사,135
신분당선,동천,미금,127
신분당선,수지구청,동천,157
